;Full_address;Latitude;Longitude;room_price
683; via Emilio Faà di Bruno, Roma, Italy;419.139.505;124.560.511;400.0
684; via Portuense, Roma, Italy;41.859.101;12.450.095.800.000.000;650.0
685; via Valsolda 31, Roma, Italy;419.365.568;125.292.481;360.0
686; via Giuseppe Ghislieri 14, Roma, Italy;418.748.764;12.448.723.300.000.000;350.0
687; via Camillo Sbarbaro 49, Roma, Italy;41.805.668.100.000.000;12.481.815.600.000.000;480.0
688; via Dire Daua, Roma, Italy;4.192.986.079.999.990;12.518.729.800.000.000;450.0
689; piazza Carlo Alberto Scotti 10, Roma, Italy;418.694.033;12.446.014;450.0
690; via Taranto 95, Roma, Italy;41.884.485.600.000.000;125.151.942;450.0
691; Bologna, Roma, Italy;419.136.627;125.208.145;410.0
692; via Isole Pelagie, Roma, Italy;419.372.544;12.530.381.599.999.900;350.0
693; viale della Bella Villa 58, Roma, Italy;418.724.341;125.826.173;400.0
694; via di Boccea 120, Roma, Italy;419.110.037;12.396.214;450.0
695; via Achille Barilatti 16, Roma, Italy;418.092.751;124.492.166;500.0
696; via Sirte 43, Roma, Italy;419.271.789;125.166.387;400.0
697; via Marcello Provenzale, Roma, Italy;41.926.559.000.000.000;12.420.304.699.999.900;350.0
698; via dei Monti Tiburtini, Roma, Italy;41.916.852.899.999.900;125.439.517;380.0
699; via Albalonga 52, Roma, Italy;417.253.579;128.272.724;450.0
700; piazza Conca d'Oro 23, Roma, Italy;41.939.981.700.000.000;125.283.413;400.0
701; viale Liegi 62, Roma, Italy;419.223.306;124.935.485;500.0
702; via Colle dei Pini 14, Roma, Italy;4.191.374.570.000.000;124.156.397;500.0
703; via Monte Massico 49, Roma, Italy;41.951.177.200.000.000;12.527.501.800.000.000;300.0
704; via Domenico Pennestri 7, Roma, Italy;419.320.763;124.419.445;550.0
705; viale dei Romanisti, Roma, Italy;418.694.148;125.708.091;300.0
706; piazza Mariano Armellini, Roma, Italy;419.183.972;12.522.466.699.999.900;400.0
707;  via Giorgio Baglivi, Roma, Italy;419.096.238;125.125.235;1.5
708;  piazzale delle Province, Roma, Italy;416.636.115;12.492.907;400.0
709; via Michelangelo Poggioli 19, Roma, Italy;41.907.101.399.999.900;125.163.746;500.0
710; viale delle Provincie 114, Roma, Italy;419.102.159;125.208.644;470.0
711;  via via Pietro Maffi, Roma, Italy;419.265.568;124.204.038;400.0
712; Fonte Meravigliosa, Roma, Italy;418.241.965;12.506.731.199.999.900;400.0
713; via Castelbianco, Roma, Italy;41.929.480.100.000.000;124.200.217;350.0
714; viale di Trastevere 141, Roma, Italy;41.883.388.000.000.000;124.691.843;550.0
715; via di Villa Ada 24, Roma, Italy;419.244.107;125.051.496;400.0
716; via dell'Aeroporto 6, Roma, Italy;418.613.409;12.555.254;400.0
717; via Pio IX 139, Roma, Italy;41.905.429;124.231.077;400.0
718; via Corfinio 9, Roma, Italy;418.843.434;125.087.799;460.0
719; via Piccarda Donati, Roma, Italy;419.130.453;125.251.799;450.0
720; via Giuseppe Berto, Roma, Italy;418.413.236;12.494.696.300.000.000;490.0
721; via Aristide Leonori 22, Roma, Italy;41.847.634;124.901.319;400.0
722; viale Ippocrate, Roma, Italy;41.907.644.299.999.900;125.183.316;560.0
723; via Libero Leonardi, Roma, Italy;41.848.764;125.915.696;340.0
724; via Fregene 5, Roma, Italy;419.527.166;12.066.748.599.999.900;450.0
725; via di Casal del Marmo 131, Roma, Italy;41.928.674;123.797.419;350.0
726; via della Ferratella in Laterano, Roma, Italy;418.833.447;12.501.205;420.0
727; Circonvallazione Ostiense, Roma, Italy;418.670.464;124.951.762;500.0
728; via Conte Verde 15, Roma, Italy;418.928.698;12.507.444.699.999.900;420.0
729; via del Fosso di Santa Maura, Roma, Italy;418.587.331;125.917.284;330.0
730; via Cherso 58, Roma, Italy;418.956.424;12.557.225.500.000.000;310.0
731; viale Giuseppe Mazzini, Roma, Italy;41.964.677.200.000.000;128.024.035;300.0
732; via Giovanni Zanardini 110, Roma, Italy;419.365.175;12.547.204.800.000.000;450.0
733; via Poggio Moiano, Roma, Italy;419.345.846;125.102.867;430.0
734; via della Madonna del Riposo 38, Roma, Italy;41.896.794.899.999.900;124.335.385;450.0
735; via Mattia Battistini 480, Roma, Italy;419.046.244;124.100.294;400.0
736; via Nicola Nisco 27, Roma, Italy;418.684.869;125.192.406;350.0
737; via Gentile da Leonessa 6, Roma, Italy;418.928.795;125.282.009;540.0
738; via Stelvio 1, Roma, Italy;41.779.411.200.000.000;12.834.126.800.000.000;400.0
739; via dei Faggi 63, Roma, Italy;418.841.382;125.654.623;400.0
740; via Domenico Barone 51, Roma, Italy;41.894.664.299.999.900;124.391.197;450.0
741; largo Gibilmanna, Roma, Italy;418.471.396;12.477.473;450.0
742; via Alberto da Giussano 5, Roma, Italy;41.892.303.999.999.900;125.341.783;400.0
743; via Romeo Rodriguez Pereira, Roma, Italy;419.162.859;124.384.707;350.0
744; Lungotevere degli Artigiani 10, Roma, Italy;418.732.888;124.704.399;450.0
745; via di Porta Maggiore 23, Roma, Italy;41.892.229.799.999.900;12.512.594.199.999.900;380.0
746; via Antonio Cantore, Roma, Italy;41.918.694.200.000.000;124.636.063;500.0
747; via Ariccia 22, Roma, Italy;4.186.966.029.999.990;125.300.916;460.0
748; via Ugo Pesci 48, Roma, Italy;419.061.993;125.392.926;400.0
749; via del Casale Giuliani, Roma, Italy;419.443.191;125.249.922;450.0
750; via Tripoli, Roma, Italy;419.287.836;125.251.041;500.0
751; via Filippo Meda 189, Roma, Italy;41.912.785.299.999.900;125.403.171;499.0
752; via Principe Amedeo 149, Roma, Italy;418.997.316;124.988.637;550.0
753; via Bradano 4, Roma, Italy;4.165.838;124.244.265;800.0
754; via Luigi Ferretti 19, Roma, Italy;418.679.732;12.572.767.800.000.000;350.0
755; via Cola di Rienzo, Roma, Italy;4.190.797.070.000.000;12.465.209.300.000.000;650.0
756; via Zenodossio 21, Roma, Italy;418.829.641;12.536.377.900.000.000;380.0
757; via Giuseppe Benedetto Dusmet, Roma, Italy;41.922.879.200.000.000;124.183.545;370.0
758; via Cassia 833, Roma, Italy;420.565.931;12.372.683;450.0
759; via Cremona 50, Roma, Italy;419.105.392;12.519.314.300.000.000;600.0
760; via Ottorino Lazzarini 12, Roma, Italy;419.091.588;12.445.043.199.999.900;600.0
761; via Castelfranco Veneto, Roma, Italy;419.496.632;12.475.776.199.999.900;450.0
762; largo Telese, Roma, Italy;418.931.672;125.471.695;400.0
763; viale Aventino, Roma, Italy;418.841.493;124.886.197;600.0
764; via dei Radiotelegrafisti, Roma, Italy;418.244.699;124.813.031;350.0
765; via Vittoria Colonna, Roma, Italy;41.905.051.799.999.900;12.473.175.300.000.000;450.0
766; via Roccapriora 44, Roma, Italy;418.711.108;12.531.423;400.0
767; via Nomentana 569, Roma, Italy;4.191.035.120.000.000;125.026.646;380.0
768; via Nicola Zingarelli 2, Roma, Italy;417.890.217;123.790.027;350.0
769; via Laurentina 135, Roma, Italy;416.713.971;12.537.317.999.999.900;430.0
770; via Federico Nansen 100, Roma, Italy;418.711.388;124.825.047;450.0
771; via Reno, Roma, Italy;41.919.868.799.999.900;12.505.977.699.999.900;550.0
772; piazza Giuliano della Rovere 11, Roma, Italy;417.292.195;12.281.055;400.0
773; via Gaeta, Roma, Italy;419.055.951;125.020.383;500.0
774; via Giuseppe Baretti, Roma, Italy;41.945.916;12.418.304.699.999.900;300.0
775; viale Giustiniano Imperatore 140, Roma, Italy;418.535.836;124.887.308;400.0
776; viale Ventuno Aprile, Roma, Italy;41.915.829.200.000.000;125.202.526;430.0
777; via delle Cave di Pietralata 14, Roma, Italy;419.138.045;12.540.057.899.999.900;350.0
778; via Alessandro VII, Roma, Italy;41.923.806.299.999.900;12.423.583;350.0
779; via dei Gracchi 278, Roma, Italy;419.092.561;12.467.143;520.0
780; via Cornelio Nepote, Roma, Italy;41.912.282.899.999.900;124.454.478;300.0
781; via Giovanni De Calvi 70, Roma, Italy;41.867.172.499.999.900;12.446.381.599.999.900;450.0
782; via Vittorio Amedeo II 19, Roma, Italy;418.902.092;125.090.196;370.0
783; via Oderzo 29, Roma, Italy;418.794.559;125.182.156;400.0
784; via Edoardo Jenner, Roma, Italy;418.716.884;124.448.552;550.0
785; via Leonardo Agostini, Roma, Italy;418.689.964;12.621.822.199.999.900;250.0
786; via Amedeo Crivellucci 21, Roma, Italy;41.868.295;125.257.474;260.0
787; via Genzano, Roma, Italy;41.870.604;12.529.544.900.000.000;400.0
788; via delle Case Rosse 53, Roma, Italy;4.192.765.479.999.990;126.368.757;290.0
789; via Alessandra Macinghi Strozzi 5, Roma, Italy;418.605.933;124.867.978;450.0
790; viale dei Colli Portuensi 167, Roma, Italy;418.666.232;12.443.919.000.000.000;500.0
791; via Avidio Cassio 22, Roma, Italy;418.647.633;125.519.815;400.0
792; via Luigi Tosti 45, Roma, Italy;41.873.305;12.519.437.199.999.900;450.0
793; via Ascrea, Roma, Italy;4.196.691.679.999.990;124.122.325;400.0
794; via Tuscolana 979, Roma, Italy;417.690.133;12.788.376.800.000.000;350.0
795; via Pietro Tacchini 22, Roma, Italy;41.922.593.799.999.900;124.851.567;500.0
796; via dei Marsi 42, Roma, Italy;418.952.906;125.137.263;400.0
797; via di Santa Lucia, Roma, Italy;419.196.659;12.457.040.699.999.900;470.0
798; via Comano 2, Roma, Italy;419.555.802;12.515.705;350.0
799; via Valco di San Paolo, Roma, Italy;4.185.239.779.999.990;12.475.207.199.999.900;450.0
800; via Oderisi da Gubbio, Roma, Italy;41.862.568.100.000.000;12.463.951.300.000.000;450.0
801; via Alessandro Cialdi 30, Roma, Italy;41.863.617.299.999.900;12.482.004;500.0
802; via Renato Simoni, Roma, Italy;41.910.249.799.999.900;125.389.584;400.0
803; via Silvio d'Amico, Roma, Italy;4.185.025.460.000.000;124.808.549;300.0
804; via Laurentina 3, Roma, Italy;41.851.178.600.000.000;12.477.478.199.999.900;550.0
805; via Campo Bruno 46, Roma, Italy;418.604.403;12.683.883.999.999.900;370.0
806; via Trionfale 8229, Roma, Italy;41.960.711.100.000.000;124.102.871;350.0
807;  via Gregoraci, Roma, Italy;41.843.266.899.999.900;12.598.121.800.000.000;550.0
808; via Fezzan, Roma, Italy;419.286.356;12.523.608.099.999.900;500.0
809; via Livio Salinatore 8, Roma, Italy;418.594.439;125.584.824;250.0
810; via di Passo Lombardo 341, Roma, Italy;418.456.146;126.270.034;500.0
811; via Giovanni Miani, Roma, Italy;418.758.932;124.875.847;500.0
812; via Parenzo, Roma, Italy;419.217.094;125.136.339;550.0
813; viale dei Monfortani 29, Roma, Italy;419.369.667;12.423.812;400.0
814; piazza di Villa Fiorelli, Roma, Italy;418.845.422;125.223.382;450.0
815; via Enrico Stevenson 24, Roma, Italy;41.919.982.399.999.900;12.520.646.000.000.000;480.0
816; via dei Silvestrini, Roma, Italy;41.858.105.200.000.000;12.446.442.300.000.000;430.0
817; viale Guglielmo Marconi 590, Roma, Italy;41.641.057.200.000.000;12.657.242.199.999.900;430.0
818; via Alessandro Vessella, Roma, Italy;419.361.121;125.106.274;500.0
819; via Achille Capizzano 12, Roma, Italy;41.833.113.700.000.000;12.582.835.699.999.900;350.0
820; Circonvallazione Ostiense 159, Roma, Italy;41.867.456;124.861.252;400.0
821; via Calabria 7, Roma, Italy;42.118.672.700.000.000;125.607.132;450.0
822; via Tommaso Campanella, Roma, Italy;419.108.148;124.527.161;500.0
823; via Agri, Roma, Italy;4.192.145.120.000.000;125.033.055;520.0
824; piazza dei Giureconsulti, Roma, Italy;419.019.434;124.257.266;550.0
825; via Borgo Velino, Roma, Italy;41.866.213;125.335.387;420.0
826; via Teodoro Mayer 34, Roma, Italy;41.895.825.200.000.000;125.495.225;350.0
827; via Luigi Biolchini 21, Roma, Italy;418.680.096;124.657.825;425.0
828; via Casamari, Roma, Italy;4.184.858.079.999.990;124.766.674;500.0
829; via Tiburtina 68, Roma, Italy;419.471.131;12.672.159.800.000.000;450.0
830; via Filippo Fiorentini 106, Roma, Italy;41.905.657.700.000.000;125.569.757;560.0
831; via Casimiro Teja, Roma, Italy;41.914.619;125.471.515;400.0
832; via Milazzo, Roma, Italy;41.902.371.200.000.000;12.504.950.599.999.900;700.0
833; via Clemente Rebora, Roma, Italy;418.081.239;12.478.634.300.000.000;415.0
834; via Emma Perodi 2, Roma, Italy;419.284.861;12.426.514.599.999.900;370.0
835; via Monte Buono, Roma, Italy;414.717.495;126.593.589;450.0
836; via Capua, Roma, Italy;418.813.765;125.450.005;380.0
837; via Vestricio Spurinna, Roma, Italy;418.648.495;125.536.776;350.0
838; via Giuseppe Galliano, Roma, Italy;419.011.317;12.536.338;380.0
839; via Francesco Tamagno 91, Roma, Italy;419.077.148;124.146.571;350.0
840; via Aldo Pini, Roma, Italy;418.187.711;12.442.051.199.999.900;400.0
841; piazza dei Vespri Siciliani, Roma, Italy;419.142.031;125.247.168;370.0
842; via Baldo degli Ubaldi 66, Roma, Italy;418.991.691;12.434.435;820.0
843; viale Libia 77, Roma, Italy;419.318.606;12.519.487.199.999.900;500.0
844; via Emanuele Filiberto, Roma, Italy;41.890.071.500.000.000;125.068.772;500.0
845; via Eugenio Checchi 79, Roma, Italy;419.100.996;125.445.264;400.0
846; via del Colle di Mezzo 13, Roma, Italy;418.262.756;12.491.173.300.000.000;350.0
847;  via Taggia, Roma, Italy;419.318.343;12.421.936.099.999.900;200.0
848; via Igea 45, Roma, Italy;419.347.876;124.424.793;449.0
849; via Ramiro Fabiani 116, Roma, Italy;419.233.331;12.553.274.400.000.000;420.0
850; via Buonarroti, Roma, Italy;418.935.519;125.024.537;600.0
851; via dell'Aquila Reale 77, Roma, Italy;418.634.583;12.596.029.099.999.900;450.0
852; via Michele Stefano de Rossi 13, Roma, Italy;419.190.494;12.543.243.400.000.000;450.0
853; via Giovanni Maria Caretti 27, Roma, Italy;41.860.007.200.000.000;126.207.723;300.0
854; piazza Amilcare Zamorani, Roma, Italy;41.911.345.700.000.000;125.450.181;450.0
855; via delle Azzorre 445, Roma, Italy;417.407.508;122.708.642;450.0
856; via Trionfale 7800, Roma, Italy;419.684.314;124.093.346;300.0
857;  via Antonino Bongiorno, Roma, Italy;4.190.700.220.000.000;125.679.405;1.4
858; via Cairo Montenotte, Roma, Italy;419.274.768;12.423.786.999.999.900;380.0
859; via Annone 20, Roma, Italy;419.239.094;12.513.858.599.999.900;450.0
860; via di Giardinetti, Roma, Italy;418.594.445;126.027.775;
861; via Pier Silverio Leicht 144, Roma, Italy;419.503.359;125.855.651;350.0
862; via Yambo 9, Roma, Italy;419.080.859;12.549.790.699.999.900;360.0
863; via Tiburtina 515, Roma, Italy;41.908.755.600.000.000;12.540.765.400.000.000;640.0
864; viale Telese, Roma, Italy;41.891.050.799.999.900;125.491.519;380.0
865; via della Stazione del Lido 30, Roma, Italy;41.732.354;122.847.224;320.0
866; via Casilina, Roma, Italy;41.864.597.700.000.000;126.042.056;280.0
867; via Lidia 5, Roma, Italy;418.726.987;125.105.162;800.0
868; via di Valle Alessandra 1, Roma, Italy;418.600.701;126.396.986;330.0
869; via Enrico Glori, Roma, Italy;419.439.021;125.671.526;350.0
870; via di Grottarossa, Roma, Italy;419.812.516;124.740.284;500.0
871; via Fortebraccio, Roma, Italy;418.897.801;125.289.958;450.0
872; via Tuscolana, 990, Quadraro, Roma, Italy;418.611.908;125.538.904;280.0
873; via degli Enotri, 25, Tiburtino-San Lorenzo, Roma, Italy;418.969.176;12.518.334.699.999.900;250.0
874; via Rodolfo Crespi, 39, Tor Vergata-Giardinetti, Roma, Italy;418.477.269;126.196.841;325.0
875; via Filippo Arena, 10, Centocelle, Roma, Italy;418.928.219;125.658.729;350.0
876; via Ragazzi del '99, 75, Giuliano Dalmata, Roma, Italy;41.819.635.299.999.900;124.899.103;450.0
877; via Val di Cogne, 38, Monte Sacro, Roma, Italy;419.401.206;125.280.543;400.0
878; vicolo del Casale di San Nicola, 93, Galeria, Roma, Italy;420.022.914;12.351.631.900.000.000;300.0
879; via Francesco Pallavicini, 7, Portuense, Roma, Italy;41.858.939.299.999.900;124.540.973;400.0
880; via Mead Margaret, 73, Giuliano Dalmata, Roma, Italy;418.139.486;125.084.923;430.0
881; via Passo del Turchino, 74, Casal Boccone, Roma, Italy;419.519.189;125.384.286;230.0
882; piazza dei Consoli, 11, Don Bosco, Roma, Italy;418.624.619;125.576.352;390.0
883; piazza Buenos Aires, 1, Salario, Roma, Italy;419.181.291;12.500.204.199.999.900;575.0
884; via Fratelli Durante, 6, La Storta-Isola Farnese, Roma, Italy;42.020.211.100.000.000;123.795.352;340.0
885; via Emilio Chiovenda, 26, Centocelle, Roma, Italy;418.903.619;125.689.068;350.0
886; via Francesco Salata, 34, Collatino, Roma, Italy;41.894.478;125.496.265;200.0
887; viale dei Salesiani, 30, Don Bosco, Roma, Italy;41.857.446;125.667.015;400.0
888; via Augusto Paperi, 11, Tor Vergata-Giardinetti, Roma, Italy;41.859.030.600.000.000;12.616.450.599.999.900;200.0
889; via del Campo, 19, Alessandrino, Roma, Italy;41.877.235.999.999.900;125.786.087;450.0
890; via Tiburtina, 150, Tiburtino-San Lorenzo, Roma, Italy;41.898.306.700.000.000;12.514.183.099.999.900;380.0
891; via Attio Labeone, 39, Quadraro, Roma, Italy;418.655.744;12.552.014;500.0
892; vicolo dei Tabacchi, 6, Trastevere, Roma, Italy;418.878.245;124.744.786;580.0
893; via Nomentana, 175, Salario, Roma, Italy;419.129.445;125.066.638;450.0
894; via Equizia, 7, Monti, Roma, Italy;418.949.146;124.981.817;350.0
895; circonvallazione Ostiense, 349, Garbatella, Roma, Italy;418.673.282;12.493.405.599.999.900;470.0
896; via Giovanni Giardini, 18, Tor Vergata-Giardinetti, Roma, Italy;418.594.144;126.097.718;300.0
897; via Enrico Mazzoccolo, 7, Don Bosco, Roma, Italy;4.186.128.239.999.990;125.684.384;420.0
898; via Cartagine, 88, Quadraro, Roma, Italy;4.185.865.510.000.000;12.549.601;400.0
899; via Savoia, 44, Salario, Roma, Italy;4.191.421.029.999.990;125.024.534;700.0
900; via marco decumio, 73, Quadraro, Roma, Italy;418.623.861;12.548.925;400.0
901; via Alfredo Comandini, 42, Casal Bruciato, Roma, Italy;41.908.892;12.552.457;420.0
902; via di Sant'Erasmo, 20, Monti, Roma, Italy;41.883.985.700.000.000;124.992.159;420.0
903; via Degas, 1, Torre Gaia-Villa Verde, Roma, Italy;418.616.606;126.525.826;230.0
904; piazzale Aldo Moro, 251, Tiburtino-San Lorenzo, Roma, Italy;41.901.235.799.999.900;12.512.243.400.000.000;280.0
905; via Giuseppe Giulietti, 18, Ostiense, Roma, Italy;418.751.258;124.797.328;360.0
906; via Perugia, 17, Pigneto, Roma, Italy;41.889.895.200.000.000;12.525.157;450.0
907; via dei Platani, 20, Centocelle, Roma, Italy;418.809.592;12.570.215.899.999.900;450.0
908; piazza dei Navigatori, 8, Ardeatino, Roma, Italy;41.860.954.299.999.900;12.499.352.499.999.900;400.0
909; viale della Serenissima, 145, Collatino, Roma, Italy;418.967.934;12.558.564.599.999.900;300.0
910; via Pasquale del Giudice, 12, Don Bosco, Roma, Italy;418.614.989;12.567.081.800.000.000;360.0
911; via Ricchiano, 41, Tor Vergata-Giardinetti, Roma, Italy;418.627.042;126.122.935;200.0
912; via giovanni treccani, 133, Torre Gaia-Villa Verde, Roma, Italy;418.621.314;126.324.469;300.0
913; via Gerocarne, 100, Malafede-Casal Bernocchi-Centro Giano, Roma, Italy;417.929.761;123.775.337;390.0
914; via Matilde Serao, 47, Spinaceto - Tor dè Cenci, Roma, Italy;41.777.783.299.999.900;124.404.994;340.0
915; via Giuseppe Cerbara, 72, Ardeatino, Roma, Italy;4.185.454.179.999.990;125.013.832;530.0
916; via Tuscolana, 1020, Appio Claudio, Roma, Italy;41.860.567.200.000.000;125.551.476;500.0
917; via Sante Vandi, 61, La Romanina, Roma, Italy;4.184.419.929.999.990;126.069.476;250.0
918; via del Ponte Delle Sette Miglia, 141, La Romanina, Roma, Italy;418.423.655;126.031.129;380.0
919; via Pisino, 99, Collatino, Roma, Italy;418.983.026;12.559.140.800.000.000;260.0
920; piazzale Gregorio VII, 28, Aurelio, Roma, Italy;418.995.125;124.512.556;300.0
921; via Tocco da Casauria, 80, Settecamini, Roma, Italy;419.333.688;126.530.733;400.0
922; viale Galvano della Volpe, 33, Tor Vergata-Giardinetti, Roma, Italy;418.341.711;126.315.797;350.0
923; via Pieve Ligure, 48, Primavalle-Torrevecchia, Roma, Italy;41.935.615.999.999.900;12.423.144.800.000.000;500.0
924; via di Torre Spaccata, 20, Cinecittà Est, Roma, Italy;418.553.932;12.583.668;700.0
925; via dameta, 31, La Rustica, Roma, Italy;41.919.267;12.605.427;300.0
926; via Vincenzo Manzini, 19, La Romanina, Roma, Italy;4.184.532.120.000.000;125.986.731;350.0
927; via Val Trompia, 136, Monte Sacro, Roma, Italy;419.345.113;125.279.647;450.0
928; via S. Fabiano, 15, Aurelio, Roma, Italy;4.189.454.979.999.990;124.431.823;550.0
929; via degli Opimiani, 10, Quadraro, Roma, Italy;418.625.834;12.550.852;390.0
930; via del Pigneto, 9, Pigneto, Roma, Italy;418.889.052;12.526.052.900.000.000;450.0
931; piazza Pio XI, 51, Aurelio, Roma, Italy;418.945.308;12.438.089.300.000.000;450.0
932; via degli Anemoni, 26, Centocelle, Roma, Italy;418.758.374;12.566.365.300.000.000;350.0
933; viale di Vigna Pia, 87, Portuense, Roma, Italy;418.637.122;124.590.474;500.0
934; via Ceccano, 29, Centocelle, Roma, Italy;418.777.956;125.629.968;400.0
935; via dei Piceni, 25, Tiburtino-San Lorenzo, Roma, Italy;4.189.801.370.000.000;125.188.865;450.0
936; via Rosa Raimondi Garibaldi, 42, Garbatella, Roma, Italy;418.580.203;124.913.467;500.0
937; via Erasmo Gattamelata, 28, Pigneto, Roma, Italy;418.923.309;12.536.114;330.0
938; via Nizza, 63, Salario, Roma, Italy;4.191.350.429.999.990;12.502.613;600.0
939; circonvallazione Casilina, 17, Pigneto, Roma, Italy;418.875.231;12.526.930.499.999.900;425.0
940; largo Mario Massai, 1, Casal Bruciato, Roma, Italy;419.088.779;125.515.199;480.0
941; via Maia, 10, Quadraro, Roma, Italy;41.865.539;125.482.687;425.0
942; piazza Melozzo da Forlì, 4, Flaminio, Roma, Italy;419.253.244;12.464.553;650.0
943; via Cremona, 50, Bologna, Roma, Italy;44.723.385.799.999.900;11.316.263.900.000.000;350.0
944; via di Trigoria, 70, Trigoria , Roma, Italy;417.177.171;12.450.847;500.0
945; via della Cappelletta della Giustiniana, 45, La Giustiniana, Roma, Italy;41.987.396.600.000.000;124.044.461;350.0
946; via Luigi Angeloni, 4, Portuense, Roma, Italy;418.546.438;124.490.104;350.0
947; via dei Frentani, 4, Tiburtino-San Lorenzo, Roma, Italy;41.900.463.099.999.900;125.093.111;420.0
948; via dei Ramni, 24, Tiburtino-San Lorenzo, Roma, Italy;418.993.484;125.114.662;460.0
949; via Federico Delpino, 5, Centocelle, Roma, Italy;41.891.252;12.563.902;500.0
950; via Cristoforo Colombo, 336, Garbatella, Roma, Italy;418.711.998;124.964.799;450.0
951; via Publio Valerio, 9, Don Bosco, Roma, Italy;418.556.388;12.566.252.800.000.000;400.0
952; via di Torrenova, 173, Torre Angela, Roma, Italy;418.875.255;126.208.802;350.0
953; via Spiro Valles, 44, Giuliano Dalmata, Roma, Italy;418.254.101;125.124.574;400.0
954; piazza Antonio Mancini, 9, Flaminio, Roma, Italy;419.302.294;124.642.916;500.0
955; piazza delle Camelie, 13, Centocelle, Roma, Italy;418.763.111;12.564.365.800.000.000;350.0
956; via Elio Lampridio Cerva, 14, Giuliano Dalmata, Roma, Italy;41.824.594.399.999.900;125.016.433;430.0
957; via Licinio Murena, 56, Don Bosco, Roma, Italy;418.624.968;125.544.788;430.0
958; piazza dei Consoli, 10, Don Bosco, Roma, Italy;418.625.757;125.562.278;400.0
959; via degli umbri, 15, Tiburtino-San Lorenzo, Roma, Italy;4.189.765.560.000.000;12.513.831.800.000.000;500.0
960; vicolo della Casetta Mattei, 5, Corviale-Casetta Mattei, Roma, Italy;418.536.762;124.192.418;450.0
961; via Taddeo Crivelli, 50, Tor Vergata-Giardinetti, Roma, Italy;418.613.239;12.601.138.699.999.900;330.0
962; via Gentile da Mogliano, 156, Pigneto, Roma, Italy;418.889.941;125.315.729;450.0
963; scalo san Lorenzo, 71, Tiburtino-San Lorenzo, Roma, Italy;418.930.217;125.158.789;499.0
964; viale Goffredo Parise, 35, Settecamini, Roma, Italy;419.451.834;126.278.595;340.0
965; via Serrata, 21, Casal Morena, Roma, Italy;418.101.761;12.616.739.599.999.900;400.0
966; via Ghisalba, 127, Labaro-Prima Porta, Roma, Italy;419.935.275;1.247.809;360.0
967; via dei Sergii, 22, Quadraro, Roma, Italy;418.603.827;125.485.036;450.0
968; via del Casale Agostinelli, 60, Casal Morena, Roma, Italy;418.164.443;125.988.365;320.0
969; via Braque, 1, Torre Gaia-Villa Verde, Roma, Italy;418.592.344;126.545.369;330.0
970; viale Jonio, 343, Monte Sacro, Roma, Italy;41.945.684.899.999.900;125.296.381;1.2
971; via Cutro, 24, Casal Morena, Roma, Italy;418.337.313;126.004.973;300.0
972; via Ugo Spirito, 44, Tor Vergata-Giardinetti, Roma, Italy;418.341.702;126.301.642;300.0
973; via Antonio Galtarossa, 18, Tor Vergata-Giardinetti, Roma, Italy;41.861.535.700.000.000;126.198.615;300.0
974; via Leonardo Greppi, 126, Portuense, Roma, Italy;418.630.218;124.597.993;460.0
975; via del Casale di San Pio V, 14, Aurelio, Roma, Italy;418.902.248;12.435.102.800.000.000;600.0
976; viale Fra' Andrea Di Giovanni, 201, Dragona-Dragoncello, Roma, Italy;417.780.907;12.345.991.099.999.900;300.0
977; via dei Sabelli, 96, Tiburtino-San Lorenzo, Roma, Italy;41.898.011.700.000.000;12.517.314.500.000.000;500.0
978; via Alessandro d'Aste, 6, Lido di Ostia, Roma, Italy;417.295.304;122.903.819;600.0
979; via Ferdinando Quartieri, 31, Tor Vergata-Giardinetti, Roma, Italy;418.530.662;126.123.089;380.0
980; via Giarre, 111, Borghesiana-Finocchio, Roma, Italy;418.569.999;126.711.177;300.0
981; via di Tor Vergata, 91, Tor Vergata-Giardinetti, Roma, Italy;418.421.636;126.225.374;450.0
982; via del Porto Fluviale, 69, Ostiense, Roma, Italy;4.187.236.179.999.990;12.477.487.599.999.900;600.0
983; via Ugo Bertossi, 6, Casal Bruciato, Roma, Italy;419.067.309;125.498.409;290.0
984; via della Cava Aurelia, 145, Aurelio, Roma, Italy;418.964.652;124.505.257;650.0
985; via Francesco Carletti, 7, Ostiense, Roma, Italy;418.733.341;12.481.259.300.000.000;490.0
986; via Brescia, 36, Salario, Roma, Italy;419.122.927;124.999.594;450.0
987; piazza di Valle Alessandra, 2, Torre Gaia-Villa Verde, Roma, Italy;41.861.166.299.999.900;126.392.141;650.0
988; via di Passo Lombardo, 83, Tor Vergata-Giardinetti, Roma, Italy;41.840.698.100.000.000;126.310.486;500.0
989; via Palagonia, 36, Tor Bella Monaca-Valle Fiorita, Roma, Italy;41.878.152;126.519.772;280.0
990; via Sandro Giovannini, 35, Casal Boccone, Roma, Italy;41.950.776;125.689.413;380.0
991; via dei campani, 40, Tiburtino-San Lorenzo, Roma, Italy;418.952.391;125.142.185;500.0
992; via Giuseppe Chiovenda, 20, Don Bosco, Roma, Italy;41.859.116.799.999.900;12.570.283.900.000.000;380.0
993; via delle Vigne Nuove, 100, Casal Boccone, Roma, Italy;419.582.902;12.535.744.099.999.900;450.0
994; via delle Fornaci, 1, Aurelio, Roma, Italy;41.896.410.100.000.000;12.457.042.699.999.900;600.0
